"","rfs","inc","eth","age","bcg","yse","mean","sd"
"1372","Migrant","<40","Black African or Caribbean","(35,55]","(Missing)","(Missing)",0.081,0.018
"1373","Contact","41-100","Black African or Caribbean","(35,55]","(Missing)","(Missing)",0.168,0.026
"1374","Migrant","41-100","Black African or Caribbean","(35,55]","(Missing)","(Missing)",0.119,0.024
"1375","Contact","100-300","Black African or Caribbean","(35,55]","(Missing)","(Missing)",0.258,0.03
"1376","Migrant","100-300","Black African or Caribbean","(35,55]","(Missing)","(Missing)",0.189,0.032
"1377","Contact",">300","Black African or Caribbean","(35,55]","(Missing)","(Missing)",0.213,0.031
"1378","Migrant",">300","Black African or Caribbean","(35,55]","(Missing)","(Missing)",0.154,0.03
"1379","Contact","(Missing)","Black African or Caribbean","(35,55]","(Missing)","(Missing)",0.356,0.039
"1380","Migrant","(Missing)","Black African or Caribbean","(35,55]","(Missing)","(Missing)",0.27,0.045
"1381","Contact","<40","South Asian","(35,55]","(Missing)","(Missing)",0.08,0.012
"1382","Migrant","<40","South Asian","(35,55]","(Missing)","(Missing)",0.056,0.011
"1383","Contact","41-100","South Asian","(35,55]","(Missing)","(Missing)",0.119,0.018
"1384","Migrant","41-100","South Asian","(35,55]","(Missing)","(Missing)",0.083,0.015
"1385","Contact","100-300","South Asian","(35,55]","(Missing)","(Missing)",0.189,0.018
"1386","Migrant","100-300","South Asian","(35,55]","(Missing)","(Missing)",0.135,0.019
"1387","Contact",">300","South Asian","(35,55]","(Missing)","(Missing)",0.154,0.024
"1388","Migrant",">300","South Asian","(35,55]","(Missing)","(Missing)",0.109,0.021
"1389","Contact","(Missing)","South Asian","(35,55]","(Missing)","(Missing)",0.27,0.028
"1390","Migrant","(Missing)","South Asian","(35,55]","(Missing)","(Missing)",0.199,0.031
"1391","Contact","<40","Other","(35,55]","(Missing)","(Missing)",0.097,0.016
"1392","Migrant","<40","Other","(35,55]","(Missing)","(Missing)",0.067,0.016
"1393","Contact","41-100","Other","(35,55]","(Missing)","(Missing)",0.142,0.021
"1394","Migrant","41-100","Other","(35,55]","(Missing)","(Missing)",0.1,0.02
"1395","Contact","100-300","Other","(35,55]","(Missing)","(Missing)",0.221,0.026
"1396","Migrant","100-300","Other","(35,55]","(Missing)","(Missing)",0.16,0.028
"1397","Contact",">300","Other","(35,55]","(Missing)","(Missing)",0.182,0.028
"1398","Migrant",">300","Other","(35,55]","(Missing)","(Missing)",0.13,0.027
"1399","Contact","(Missing)","Other","(35,55]","(Missing)","(Missing)",0.311,0.035
"1400","Migrant","(Missing)","Other","(35,55]","(Missing)","(Missing)",0.233,0.041
"1401","Contact","<40","White","(55,100]","(Missing)","(Missing)",0.086,0.015
"1402","Migrant","<40","White","(55,100]","(Missing)","(Missing)",0.06,0.015
"1403","Contact","41-100","White","(55,100]","(Missing)","(Missing)",0.127,0.021
"1404","Migrant","41-100","White","(55,100]","(Missing)","(Missing)",0.089,0.02
"1405","Contact","100-300","White","(55,100]","(Missing)","(Missing)",0.201,0.027
"1406","Migrant","100-300","White","(55,100]","(Missing)","(Missing)",0.145,0.029
"1407","Contact",">300","White","(55,100]","(Missing)","(Missing)",0.164,0.029
"1408","Migrant",">300","White","(55,100]","(Missing)","(Missing)",0.117,0.027
"1409","Contact","(Missing)","White","(55,100]","(Missing)","(Missing)",0.285,0.033
"1410","Migrant","(Missing)","White","(55,100]","(Missing)","(Missing)",0.212,0.04
"1411","Contact","<40","Black African or Caribbean","(55,100]","(Missing)","(Missing)",0.111,0.019
"1412","Migrant","<40","Black African or Caribbean","(55,100]","(Missing)","(Missing)",0.077,0.018
"1413","Contact","41-100","Black African or Caribbean","(55,100]","(Missing)","(Missing)",0.161,0.027
"1414","Migrant","41-100","Black African or Caribbean","(55,100]","(Missing)","(Missing)",0.114,0.024
"1415","Contact","100-300","Black African or Caribbean","(55,100]","(Missing)","(Missing)",0.249,0.032
"1416","Migrant","100-300","Black African or Caribbean","(55,100]","(Missing)","(Missing)",0.182,0.032
"1417","Contact",">300","Black African or Caribbean","(55,100]","(Missing)","(Missing)",0.206,0.032
"1418","Migrant",">300","Black African or Caribbean","(55,100]","(Missing)","(Missing)",0.148,0.03
"1419","Contact","(Missing)","Black African or Caribbean","(55,100]","(Missing)","(Missing)",0.345,0.04
"1420","Migrant","(Missing)","Black African or Caribbean","(55,100]","(Missing)","(Missing)",0.261,0.045
"1421","Contact","<40","South Asian","(55,100]","(Missing)","(Missing)",0.077,0.012
"1422","Migrant","<40","South Asian","(55,100]","(Missing)","(Missing)",0.053,0.011
"1423","Contact","41-100","South Asian","(55,100]","(Missing)","(Missing)",0.114,0.019
"1424","Migrant","41-100","South Asian","(55,100]","(Missing)","(Missing)",0.079,0.015
"1425","Contact","100-300","South Asian","(55,100]","(Missing)","(Missing)",0.182,0.02
"1426","Migrant","100-300","South Asian","(55,100]","(Missing)","(Missing)",0.129,0.019
"1427","Contact",">300","South Asian","(55,100]","(Missing)","(Missing)",0.148,0.024
"1428","Migrant",">300","South Asian","(55,100]","(Missing)","(Missing)",0.104,0.02
"1429","Contact","(Missing)","South Asian","(55,100]","(Missing)","(Missing)",0.261,0.029
"1430","Migrant","(Missing)","South Asian","(55,100]","(Missing)","(Missing)",0.191,0.03
"1431","Contact","<40","Other","(55,100]","(Missing)","(Missing)",0.092,0.015
"1432","Migrant","<40","Other","(55,100]","(Missing)","(Missing)",0.064,0.015
"1433","Contact","41-100","Other","(55,100]","(Missing)","(Missing)",0.136,0.022
"1434","Migrant","41-100","Other","(55,100]","(Missing)","(Missing)",0.095,0.019
"1435","Contact","100-300","Other","(55,100]","(Missing)","(Missing)",0.213,0.027
"1436","Migrant","100-300","Other","(55,100]","(Missing)","(Missing)",0.154,0.028
"1437","Contact",">300","Other","(55,100]","(Missing)","(Missing)",0.175,0.028
"1438","Migrant",">300","Other","(55,100]","(Missing)","(Missing)",0.125,0.026
"1439","Contact","(Missing)","Other","(55,100]","(Missing)","(Missing)",0.301,0.035
"1440","Migrant","(Missing)","Other","(55,100]","(Missing)","(Missing)",0.224,0.039
